#timestamp,ETH_price
1483668000,1.026000e+01
1483671600,9.857000e+00
1483675200,1.006000e+01
1483678800,1.013000e+01
1483682400,1.016000e+01
1483686000,1.032000e+01
1483689600,1.002000e+01
1483693200,1.020000e+01
1483696800,1.007000e+01
1483700400,9.836000e+00
1483704000,9.425000e+00
1483707600,9.561000e+00
1483711200,9.751000e+00
1483714800,1.008000e+01
1483718400,1.014000e+01
1483722000,1.008000e+01
1483725600,1.001000e+01
1483729200,1.019000e+01
1483732800,1.015000e+01
1483736400,1.010000e+01
1483740000,1.011000e+01
1483743600,1.010000e+01
1483747200,1.006000e+01
1483750800,1.020000e+01
1483754400,9.674000e+00
1483758000,9.631000e+00
1483761600,9.649000e+00
1483765200,9.701000e+00
1483768800,9.655000e+00
1483772400,9.639000e+00
1483776000,9.580000e+00
1483779600,9.794000e+00
1483783200,9.877000e+00
1483786800,9.750000e+00
1483790400,9.799000e+00
1483794000,9.651000e+00
1483797600,9.831000e+00
1483801200,9.941000e+00
1483804800,1.000000e+01
1483808400,1.006000e+01
1483812000,9.969000e+00
1483815600,9.961000e+00
1483819200,9.965000e+00
1483822800,9.615000e+00
1483826400,9.755000e+00
1483830000,9.829000e+00
1483833600,9.828000e+00
1483837200,9.907000e+00
1483840800,9.815000e+00
1483844400,9.997000e+00
1483848000,1.002000e+01
1483851600,9.821000e+00
1483855200,9.971000e+00
1483858800,1.005000e+01
1483862400,9.938000e+00
1483866000,9.630000e+00
1483869600,9.891000e+00
1483873200,1.009000e+01
1483876800,9.922000e+00
1483880400,1.015000e+01
1483884000,1.013000e+01
1483887600,1.015000e+01
1483891200,9.988000e+00
1483894800,1.007000e+01
1483898400,1.010000e+01
1483902000,1.023000e+01
1483905600,1.034000e+01
1483909200,1.022000e+01
1483912800,1.025000e+01
1483916400,1.036000e+01
1483920000,1.028000e+01
1483923600,1.028000e+01
1483927200,1.018000e+01
1483930800,1.036000e+01
1483934400,1.038000e+01
1483938000,1.018000e+01
1483941600,1.017000e+01
1483945200,1.022000e+01
1483948800,1.011000e+01
1483952400,1.035000e+01
1483956000,1.066000e+01
1483959600,1.042000e+01
1483963200,1.039000e+01
1483966800,1.066000e+01
1483970400,1.066000e+01
1483974000,1.075000e+01
1483977600,1.061000e+01
1483981200,1.077000e+01
1483984800,1.056000e+01
1483988400,1.046000e+01
1483992000,1.056000e+01
1483995600,1.036000e+01
1483999200,1.022000e+01
1484002800,1.029000e+01
1484006400,1.039000e+01
1484010000,1.054000e+01
1484013600,1.028000e+01
1484017200,1.028000e+01
1484020800,1.038000e+01
1484024400,1.041000e+01
1484028000,1.044000e+01
1484031600,1.038000e+01
1484035200,1.034000e+01
1484038800,1.034000e+01
1484042400,1.011000e+01
1484046000,1.035000e+01
1484049600,1.063000e+01
1484053200,1.051000e+01
1484056800,1.039000e+01
1484060400,1.060000e+01
1484064000,1.052000e+01
1484067600,1.054000e+01
1484071200,1.052000e+01
1484074800,1.060000e+01
1484078400,1.065000e+01
1484082000,1.065000e+01
1484085600,1.064000e+01
1484089200,1.054000e+01
1484092800,1.063000e+01
1484096400,1.062000e+01
1484100000,1.069000e+01
1484103600,1.071000e+01
1484107200,1.068000e+01
1484110800,1.069000e+01
1484114400,1.065000e+01
1484118000,1.062000e+01
1484121600,1.066000e+01
1484125200,1.026000e+01
1484128800,1.023000e+01
1484132400,9.967000e+00
1484136000,9.961000e+00
1484139600,9.945000e+00
1484143200,9.871000e+00
1484146800,9.923000e+00
1484150400,9.868000e+00
1484154000,9.690000e+00
1484157600,9.513000e+00
1484161200,9.662000e+00
1484164800,9.865000e+00
1484168400,9.767000e+00
1484172000,9.733000e+00
1484175600,9.870000e+00
1484179200,9.824000e+00
1484182800,9.712000e+00
1484186400,9.706000e+00
1484190000,9.671000e+00
1484193600,9.778000e+00
1484197200,9.531000e+00
1484200800,9.438000e+00
1484204400,9.407000e+00
1484208000,9.286000e+00
1484211600,9.252000e+00
1484215200,9.214000e+00
1484218800,9.237000e+00
1484222400,9.441000e+00
1484226000,9.497000e+00
1484229600,9.579000e+00
1484233200,9.653000e+00
1484236800,9.687000e+00
1484240400,9.736000e+00
1484244000,9.813000e+00
1484247600,9.958000e+00
1484251200,9.932000e+00
1484254800,1.002000e+01
1484258400,9.912000e+00
1484262000,9.781000e+00
1484265600,9.771000e+00
1484269200,9.823000e+00
1484272800,9.824000e+00
1484276400,9.762000e+00
1484280000,9.582000e+00
1484283600,9.600000e+00
1484287200,9.575000e+00
1484290800,9.597000e+00
1484294400,9.683000e+00
1484298000,9.551000e+00
1484301600,9.694000e+00
1484305200,9.678000e+00
1484308800,9.636000e+00
1484312400,9.696000e+00
1484316000,9.620000e+00
1484319600,9.756000e+00
1484323200,9.743000e+00
1484326800,9.678000e+00
1484330400,9.682000e+00
1484334000,9.665000e+00
1484337600,9.652000e+00
1484341200,9.668000e+00
1484344800,9.768000e+00
1484348400,9.749000e+00
1484352000,9.847000e+00
1484355600,9.796000e+00
1484359200,9.798000e+00
1484362800,9.753000e+00
1484366400,9.765000e+00
1484370000,9.770000e+00
1484373600,9.734000e+00
1484377200,9.737000e+00
1484380800,9.717000e+00
1484384400,9.646000e+00
1484388000,9.638000e+00
1484391600,9.566000e+00
1484395200,9.662000e+00
1484398800,9.740000e+00
1484402400,9.664000e+00
1484406000,9.720000e+00
1484409600,9.712000e+00
1484413200,9.740000e+00
1484416800,9.724000e+00
1484420400,9.734000e+00
1484424000,9.716000e+00
1484427600,9.815000e+00
1484431200,9.850000e+00
1484434800,9.673000e+00
1484438400,9.770000e+00
1484442000,9.882000e+00
1484445600,9.858000e+00
1484449200,9.843000e+00
1484452800,9.816000e+00
1484456400,9.764000e+00
1484460000,9.860000e+00
1484463600,9.808000e+00
1484467200,9.853000e+00
1484470800,9.865000e+00
1484474400,9.865000e+00
1484478000,9.832000e+00
1484481600,9.944000e+00
1484485200,9.936000e+00
1484488800,9.983000e+00
1484492400,9.941000e+00
1484496000,9.858000e+00
1484499600,9.860000e+00
1484503200,9.851000e+00
1484506800,9.840000e+00
1484510400,9.842000e+00
1484514000,9.879000e+00
1484517600,9.891000e+00
1484521200,9.908000e+00
1484524800,9.767000e+00
1484528400,9.914000e+00
1484532000,9.865000e+00
1484535600,9.858000e+00
1484539200,9.814000e+00
1484542800,9.697000e+00
1484546400,9.781000e+00
1484550000,9.736000e+00
1484553600,9.762000e+00
1484557200,9.738000e+00
1484560800,9.754000e+00
1484564400,9.653000e+00
1484568000,9.647000e+00
1484571600,9.699000e+00
1484575200,9.702000e+00
1484578800,9.665000e+00
1484582400,9.715000e+00
1484586000,9.702000e+00
1484589600,9.662000e+00
1484593200,9.668000e+00
1484596800,9.753000e+00
1484600400,9.659000e+00
1484604000,9.663000e+00
1484607600,9.595000e+00
1484611200,9.611000e+00
1484614800,9.741000e+00
1484618400,9.663000e+00
1484622000,9.749000e+00
1484625600,9.828000e+00
1484629200,9.755000e+00
1484632800,9.819000e+00
1484636400,9.878000e+00
1484640000,9.857000e+00
1484643600,9.859000e+00
1484647200,9.849000e+00
1484650800,9.898000e+00
1484654400,9.817000e+00
1484658000,1.013000e+01
1484661600,1.003000e+01
1484665200,1.014000e+01
1484668800,1.019000e+01
1484672400,1.028000e+01
1484676000,1.045000e+01
1484679600,1.047000e+01
1484683200,1.039000e+01
1484686800,1.045000e+01
1484690400,1.036000e+01
1484694000,1.017000e+01
1484697600,1.028000e+01
